ident,type,name,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,iata_code,local_code,coordinates
03MD,heliport,Upper Chesapeake Medical Center Heliport,302,NA,US,US-MD,Bel Air,03MD,,03MD,"-76.32669830322266, 39.522499084472656"
03ME,small_airport,Maple Ridge Airport,556,NA,US,US-ME,Harrison,03ME,,03ME,"-70.6272964477539, 44.08420181274414"
03MI,heliport,Harold Miller Heliport,585,NA,US,US-MI,Bay City,03MI,,03MI,"-83.86219787597656, 43.550899505615234"
03MN,small_airport,Nauerth Land Ranch Airport,1435,NA,US,US-MN,Lakefield,03MN,,03MN,"-95.22470092773438, 43.62519836425781"
03MO,closed,Cahoochie Airport,1010,NA,US,US-MO,Urbana,,,,"-93.131599, 37.884499"
03MS,heliport,Vicksburg Medical Center Heliport,110,NA,US,US-MS,Vicksburg,03MS,,03MS,"-90.8832015991211, 32.31880187988281"
03MT,small_airport,Cascade Field,3580,NA,US,US-MT,Cascade,3MT7,,3MT7,"-111.71748, 47.267327"
03MU,small_airport,Mc Donnell Airport,874,NA,US,US-MO,Archie,03MU,,03MU,"-94.41249847410002, 38.4925003052"
03N,small_airport,Utirik Airport,4,OC,MH,MH-UTI,Utirik Island,K03N,UTK,03N,"169.852005, 11.222"
03NC,small_airport,Pilots Ridge Airport,35,NA,US,US-NC,Carolina Beach,03NC,,03NC,"-77.9041976928711, 34.10430145263672"
03ND,small_airport,Olafson Brothers Airport,1045,NA,US,US-ND,Edinburg,03ND,,03ND,"-97.8290023803711, 48.626399993896484"
03NE,small_airport,Hyde Ranch Airport,2430,NA,US,US-NE,Comstock,03NE,,03NE,"-99.3311996459961, 41.5463981628418"
03NH,heliport,Lorden Heliport,400,NA,US,US-NH,Milford,03NH,,03NH,"-71.12439727783203, 42.815399169921875"
03NJ,heliport,At&T Heliport,360,NA,US,US-NJ,Berkeley Heights,03NJ,,03NJ,"-74.410697937012, 40.668701171875"
03NV,small_airport,Llama Ranch Airport,6120,NA,US,US-NV,Ruby Valley,03NV,,03NV,"-115.2979965209961, 40.58440017700195"
03NY,small_airport,Talmage Field,95,NA,US,US-NY,Riverhead,03NY,,03NY,"-72.716796875, 40.95840072631836"
03OH,small_airport,Gibbs Field,580,NA,US,US-OH,Fremont,03OH,,03OH,"-83.01740264892578, 41.418399810791016"
03OI,heliport,Marymount Hospital Heliport,890,NA,US,US-OH,Garfield Heights,03OI,,03OI,"-81.59980010986328, 41.4208984375"
03OK,small_airport,Sahoma Lake Airport,890,NA,US,US-OK,Sapulpa,03OK,,03OK,"-96.1613998413086, 36.04119873046875"
03OR,small_airport,Powwatka Ridge Airport,3340,NA,US,US-OR,Troy,03OR,,03OR,"-117.48400115966797, 45.85540008544922"
03PA,heliport,Collegeville Heliport,197,NA,US,US-PA,Collegeville,03PA,,03PA,"-75.4656982421875, 40.162899017333984"
03PN,heliport,M.P. Metals Heliport,479,NA,US,US-PA,Berwick,03PN,,03PN,"-76.180806, 41.066861"
03PR,small_airport,Sun View Field Airport,980,NA,US,US-KS,Bonner Springs,03PR,,03PR,"-94.921703, 39.065947"
03PS,closed,Ziggy's Field,1050,NA,US,US-PA,Bellefonte,,,,"-77.905602, 40.849998"
03S,small_airport,Sandy River Airport,704,NA,US,US-OR,Sandy,03S,,03S,"-122.22899627685547, 45.401798248291016"
03SC,heliport,Seacoast Medical Center Heliport,73,NA,US,US-SC,Little River,03SC,,03SC,"-78.66190338134766, 33.8650016784668"
03TA,closed,Gay Hill Farm Airport,505,NA,US,US-TX,Gay Hill,,,,"-96.500198, 30.262699"
03TE,small_airport,Barronena Ranch Airport,600,NA,US,US-TX,Hebbronville,03TE,,03TE,"-98.66950225830078, 27.491100311279297"
03TN,heliport,Eagles Landing Heliport,1000,NA,US,US-TN,Sevierville,03TN,,03TN,"-83.57939910888672, 35.92250061035156"
03TS,heliport,Shannon Medical Center Heliport,1825,NA,US,US-TX,San Angelo,03TS,,03TS,"-100.43800354003906, 31.45989990234375"
03TX,heliport,M D K Field,50,NA,US,US-TX,Pearland,03TX,,03TX,"-95.30719757080078, 29.581600189208984"
03UT,small_airport,A Z Minerals Corporation Airport,5315,NA,US,US-UT,Mexican Hat,03UT,,03UT,"-109.98600006103516, 37.12080001831055"
03VA,closed,Whipoorwill Springs Airport,250,NA,US,US-VA,Nokesville,03VA,,03VA,"-77.57969665527344, 38.66460037231445"
03WA,small_airport,Spangle Field,2440,NA,US,US-WA,Spangle,03WA,,03WA,"-117.37200164794922, 47.408199310302734"
03WI,small_airport,Zink Airport,880,NA,US,US-WI,Berlin,03WI,,03WI,"-88.883945, 44.028873"
03WN,small_airport,Aerostone Ranch Airport,2320,NA,US,US-WA,Goldendale,03WN,,03WN,"-120.66999816894531, 45.875"
03XS,small_airport,Creekside Airport,2100,NA,US,US-TX,Mertzon,03XS,,03XS,"-100.75399780273438, 31.318099975585938"
04AA,small_airport,Phil's Airport,250,NA,US,US-AK,Soldotna,04AA,,04AA,"-150.811387, 60.535833"
04AL,heliport,Anniston AHP (Anniston Army Depot),686,NA,US,US-AL,Anniston,04AL,,04AL,"-85.96720123, 33.62639999"
04AR,heliport,Saline Memorial Hospital Heliport,430,NA,US,US-AR,Benton,04AR,,04AR,"-92.586047, 34.574319"
04AZ,small_airport,Chinle Airport,5515,NA,US,US-AZ,Chinle,04AZ,,04AZ,"-109.5510025024414, 36.15420150756836"
04CA,small_airport,Gray Butte Field,3020,NA,US,US-CA,Palmdale,KGXA,,04CA,"-117.675003, 34.5639"
04CL,small_airport,Hunt's Sky Ranch Airport,2310,NA,US,US-CA,Julian,04CL,,04CL,"-116.44100189208984, 33.08169937133789"
04CT,heliport,Shingle Mill Heliport,880,NA,US,US-CT,Harwinton,04CT,,04CT,"-73.05239868164062, 41.75510025024414"
04F,closed,De Leon Municipal Airport,1293,NA,US,US-TX,De Leon,,,,"-98.525325, 32.098801"
04FA,small_airport,Richards Field,9,NA,US,US-FL,Homestead,04FA,,04FA,"-80.51509857177734, 25.558700561523438"
04FD,heliport,Tampa General Hospital Brandon Healthplex Heliport,37,NA,US,US-FL,Brandon,04FD,,04FD,"-82.336981, 27.929372"
04FL,small_airport,Cross Creek Farms Airport,30,NA,US,US-FL,Ormond,04FL,,04FL,"-81.22200012207031, 29.23940086364746"
04I,small_airport,Columbus Southwest Airport,920,NA,US,US-OH,Columbus,04I,,04I,"-83.18879699707031, 39.91120147705078"
04IA,small_airport,Middlekoop Airport,801,NA,US,US-IA,Packwood,04IA,,04IA,"-92.05460357666016, 41.08829879760742"
04ID,small_airport,Lanham Field,2343,NA,US,US-ID,Emmett,04ID,,04ID,"-116.53700256347656, 43.87770080566406"
04II,small_airport,Turkey Run Airport,765,NA,US,US-IN,New Haven,04II,,04II,"-84.99410247802734, 41.13059997558594"
04IL,small_airport,Schertz Aerial Service - Hudson Airport,755,NA,US,US-IL,Hudson,04IL,,04IL,"-89.0070037842, 40.6375007629"
04IN,seaplane_base,Lake Gage Seaplane Base,954,NA,US,US-IN,Angola,04IN,,04IN,"-85.113056, 41.701389"
04IS,small_airport,Van Gorder Airport,728,NA,US,US-IL,Mansfield,04IS,,04IS,"-88.56900024414062, 40.1786003112793"
04KS,heliport,Robinson Industries Heliport,835,NA,US,US-KS,Lawrence,04KS,,04KS,"-95.2197036743164, 38.97890090942383"
04KY,small_airport,Natchez Trace Farm Airport,710,NA,US,US-KY,Hiseville,04KY,,04KY,"-85.78939819335938, 37.135101318359375"
04LA,heliport,St James Heliport,10,NA,US,US-LA,Lutcher,04LA,,04LA,"-90.702222, 30.051111"
04LL,small_airport,Brunner Airport,750,NA,US,US-IL,West Dundee,04LL,,04LL,"-88.28759765625, 42.13610076904297"
04LS,heliport,La National Guard Heliport,52,NA,US,US-LA,Baton Rouge,04LS,,04LS,"-91.10530090332031, 30.44610023498535"
04MA,closed,Goddard Field (Airport),200,NA,US,US-MA,Haverhill,04MA,,04MA,"-71.1391983032, 42.8097991943"
04MD,heliport,Chesapeake City Heliport,40,NA,US,US-MD,Chesapeake City,04MD,,04MD,"-75.82140350341797, 39.51810073852539"
04ME,small_airport,Beech Hill Airport,625,NA,US,US-ME,Mercer,04ME,,04ME,"-69.8938980102539, 44.66669845581055"
04MI,small_airport,Rapids Airway Airport,880,NA,US,US-MI,Eaton Rapids,04MI,,04MI,"-84.62830352783203, 42.53450012207031"
04MN,small_airport,Helblad Airport,1195,NA,US,US-MN,Kelliher,04MN,,04MN,"-94.68689727783203, 47.985801696777344"
04MO,small_airport,Airpark Private Airport,767,NA,US,US-MO,Vandalia,04MO,,04MO,"-91.45149993896484, 39.30120086669922"
04MS,small_airport,Nick's Flying Service Inc Airport,100,NA,US,US-MS,Rolling Fork,04MS,,04MS,"-90.8373031616, 32.939601898199996"
04MT,small_airport,Pluhar Airport,2715,NA,US,US-MT,Cohagen,04MT,,04MT,"-106.488095, 47.13749777779999"
04NC,heliport,Western Wake Medical Center Heliport,445,NA,US,US-NC,Cary,04NC,,04NC,"-78.7822036743, 35.739200592"
04NE,small_airport,Mc Connell Field Airport,3035,NA,US,US-NE,Sarben,04NE,,04NE,"-101.299003601, 41.159999847399995"
04NJ,small_airport,Emmanuel Airport,155,NA,US,US-NJ,Elmer,04NJ,,04NJ,"-75.2334976196, 39.596801757799994"
04NV,small_airport,Kingston Ranch Airport,2620,NA,US,US-NV,Sandy Valley,04NV,,04NV,"-115.665000916, 35.7555007935"
04NY,small_airport,Klaverack Airport,250,NA,US,US-NY,Hudson,04NY,,04NY,"-73.6961975098, 42.262298584"
04OG,heliport,Teufel Heliport,185,NA,US,US-OR,Forest Grove,04OG,,04OG,"-123.085556, 45.530833"
04OH,closed,Bossow Airport,1080,NA,US,US-OH,Garrettsville,,,,"-81.100701, 41.2477"
04OK,heliport,Stillwater Medical Center Heliport,984,NA,US,US-OK,Stillwater,04OK,,04OK,"-97.079498291, 36.1152992249"
04OR,small_airport,Collins Landing Strip,1500,NA,US,US-OR,Mitchell,04OR,,04OR,"-120.200996399, 44.7499008179"
04PA,heliport,S & C Distribution Center Heliport,50,NA,US,US-PA,Philadelphia,04PA,,04PA,"-75.2287979126, 39.87929916379999"
04PN,heliport,Strawbridge & Clothier Exton Heliport,320,NA,US,US-PA,Exton,04PN,,04PN,"-75.63021, 40.0306619"
04SC,heliport,Emergency Helipad,994,NA,US,US-SC,Easley,04SC,,04SC,"-82.60690307620001, 34.8405990601"
04SD,heliport,Cheyenne River Health Center Heliport,2437,NA,US,US-SD,Eagle Butte,04SD,,04SD,"-101.243011, 44.993124"
04TA,heliport,Capitol National Bank Building Heliport,540,NA,US,US-TX,Austin,04TA,,04TA,"-97.7446975708, 30.271041666699997"
04TE,heliport,Veterans Affairs Medical Center Heliport,49,NA,US,US-TX,Houston,04TE,,04TE,"-95.38739776610001, 29.700199127199998"
04TN,small_airport,Hensley Airpark,1430,NA,US,US-TN,Chuckey,04TN,,04TN,"-82.67890167239999, 36.183300018299995"
04TS,heliport,Hummingbird Heliport,690,NA,US,US-TX,Hutto,04TS,,04TS,"-97.60610198970001, 30.553499221800003"
04TX,small_airport,Pocock Airport,565,NA,US,US-TX,China Spring,04TX,,04TX,"-97.36889648440001, 31.7322006226"
04UT,small_airport,Navajo Mountain Airport,6160,NA,US,US-UT,Navajo Mountain Trdng Post,04UT,,04UT,"-110.794998169, 37.0083007812"
04V,small_airport,Saguache Municipal Airport,7826,NA,US,US-CO,Saguache,04V,,04V,"-106.1743889, 38.0990833"
04VA,heliport,Russell County Medical Center Heliport,2004,NA,US,US-VA,Lebanon,04VA,,04VA,"-82.078, 36.898"
04VG,small_airport,Manquin Flight Park Ultralightport,50,NA,US,US-VA,Manquin,04VG,,04VG,"-77.21179962160001, 37.7144012451"
04VT,small_airport,Lightning Bolt Field Airport,2156,NA,US,US-VT,Cabot,04VT,,04VT,"-72.26360321039999, 44.4011001587"
04W,small_airport,Field of Dreams Airport,1021,NA,US,US-MN,Hinckley,04W,,04W,"-92.895401001, 46.0228004456"
04WA,small_airport,Ox Meadows Airport,2345,NA,US,US-WA,Spokane,04WA,,04WA,"-117.43699646, 47.5817985535"
04WI,small_airport,Dutch Gap Airstrip,760,NA,US,US-WI,Bristol,04WI,,04WI,"-88.0167007446, 42.523399353"
04WN,small_airport,Stillwater Creek Airport,1510,NA,US,US-WA,Royal City,04WN,,04WN,"-119.641667, 46.963889"
04WV,heliport,West Virginia Univ. Hosp. Inc. Gnd. Pad #2 Heliport,1137,NA,US,US-WV,Morgantown,04WV,,04WV,"-79.9561111111, 39.6536111111"
04XS,heliport,Napiers Heliport,625,NA,US,US-TX,Mansfield,04XS,,04XS,"-97.1425018311, 32.5820999146"
05AK,small_airport,Wasilla Creek Airpark,620,NA,US,US-AK,Palmer,05AK,,05AK,"-149.1880035, 61.66830063"
05AL,heliport,Allen Stagefield Army Heliport,365,NA,US,US-AL,Fort Rucker/Wicksburg,05AL,,05AL,"-85.64969635010002, 31.2311992645"
05AR,small_airport,Ozark Skies Airpark,1900,NA,US,US-AR,Kingston,05AR,,05AR,"-93.57025, 36.000633"
05AZ,heliport,Yuma Regional Medical Center Heliport,200,NA,US,US-AZ,Yuma,05AZ,,05AZ,"-114.634002686, 32.682800293"
05B,seaplane_base,Van Buren Seaplane Base,440,NA,US,US-ME,Van Buren,,,05B,"-67.931999, 47.158901"
05CA,heliport,Lost Hills Sheriff's Station Heliport,888,NA,US,US-CA,Calabasas,05CA,,05CA,"-118.713996887, 34.137798309299995"
05CL,small_airport,Pope Valley Airport,618,NA,US,US-CA,Pope Valley,05CL,,05CL,"-122.39099884, 38.6106987"
05CO,small_airport,Rancho De Aereo Airport,4978,NA,US,US-CO,Mead,05CO,,05CO,"-104.9844228, 40.2149839"
05CT,heliport,O And G Heliport,600,NA,US,US-CT,Torrington,05CT,,05CT,"-73.1162033081, 41.7737007141"
05FA,small_airport,Melanie's Airport,295,NA,US,US-FL,Florala,05FA,,05FA,"-86.21829986572266, 30.918899536132812"
05FD,heliport,Aventura Heliport,6,NA,US,US-FL,North Miami Beach,05FD,,05FD,"-80.13919830322266, 25.960899353027344"
05FL,small_airport,Charlton Strip,36,NA,US,US-FL,La Belle,05FL,,05FL,"-81.4083023071289, 26.523099899291992"
05GA,small_airport,Raju Airport,625,NA,US,US-GA,Richland,05GA,,05GA,"-84.71440124511719, 32.0713996887207"
05IA,small_airport,Spotts Field,1155,NA,US,US-IA,Nora Springs,05IA,,05IA,"-93.06829833984375, 43.13750076293945"
05ID,small_airport,Running Creek Ranch Airport,2969,NA,US,US-ID,Grangeville,05ID,,05ID,"-114.835999, 45.914101"
05II,small_airport,Reichhart Airport,795,NA,US,US-IN,New Haven,05II,,05II,"-84.99720001220703, 41.02870178222656"
05IL,small_airport,Classic Landings Airport,635,NA,US,US-IL,Bonfield,05IL,,05IL,"-88.0167007446289, 41.156700134277344"
05IN,small_airport,Cooper Airport,860,NA,US,US-IN,Belleville,05IN,,05IN,"-86.50420379638672, 39.641998291015625"
05IS,small_airport,Hardy Airport,605,NA,US,US-IL,Mount Auburn,05IS,,05IS,"-89.26399993896484, 39.72589874267578"
05KS,small_airport,Darbro Field,945,NA,US,US-KS,Elk City,05KS,,05KS,"-95.95919799804688, 37.26620101928711"
05KY,small_airport,Cartersville Airport,1070,NA,US,US-KY,Berea,05KY,,05KY,"-84.40720367, 37.53689957"
05LA,small_airport,Greg's Flying Service Airport,76,NA,US,US-LA,Baskin,05LA,,05LA,"-91.69779968261719, 32.26530075073242"
05LL,heliport,Midwest Heliport,710,NA,US,US-IL,Willowbrook,05LL,,05LL,"-87.93509674072266, 41.7489013671875"
05LS,small_airport,Grass Roots Airport,83,NA,US,US-LA,Alexandria,05LS,,05LS,"-92.47579956054688, 31.252199172973633"
05M,heliport,Pauls Valley General Hospital Heliport,911,NA,US,US-OK,Pauls Valley,,,,"-97.214237, 34.71979"
05MA,heliport,Bentley Heliport,80,NA,US,US-MA,Ipswich,05MA,,05MA,"-70.91230010986328, 42.691200256347656"
05MD,small_airport,Breezecroft Airport,20,NA,US,US-MD,Chestertown,05MD,,05MD,"-76.2052001953125, 39.250099182128906"
05ME,small_airport,Drisko Airport,70,NA,US,US-ME,Jonesboro,05ME,,05ME,"-67.55919647216797, 44.65700149536133"
05MN,heliport,Northern Pines Medical Center Heliport,1446,NA,US,US-MN,Aurora,05MN,,05MN,"-92.2302778, 47.5175001"
05MO,heliport,Portageville Community Heliport,272,NA,US,US-MO,Portageville,05MO,,05MO,"-89.68009948730469, 36.4297981262207"
05MS,heliport,Va Medical Center Jackson Heliport,359,NA,US,US-MS,Jackson,05MS,,05MS,"-90.16809844970703, 32.31890106201172"
05MT,small_airport,Jones Landing,4364,NA,US,US-MT,Belgrade,05MT,,05MT,"-111.152163, 45.815368"
05NC,closed,Brunswick Community Hospital Heliport,63,NA,US,US-NC,Supply,,,,"-78.2911, 34.008099"
05NE,small_airport,Mc Kay Airport,2010,NA,US,US-NE,Spalding,05NE,,05NE,"-98.3089981079, 41.7221984863"
05NH,heliport,Stumpfield Heliport,200,NA,US,US-NH,Kensington,05NH,,05NH,"-70.95140075683594, 42.92390060424805"
05NJ,heliport,Paulus Hook Pier Heliport,7,NA,US,US-NJ,Jersey City,05NJ,,05NJ,"-74.03150177001953, 40.7140007019043"
05NV,small_airport,Baker Ranches Airport,5180,NA,US,US-NV,Baker,05NV,,05NV,"-114.088219, 39.0311"
05NY,heliport,Oswego County At Pulaski Heliport,445,NA,US,US-NY,Pulaski,05NY,,05NY,"-76.09020233154297, 43.551998138427734"
05OI,small_airport,Dorlon Airpark,830,NA,US,US-OH,Columbia Station,05OI,,05OI,"-81.96260070800781, 41.28839874267578"
05OK,closed,Hawk Haven Airport,1075,NA,US,US-OK,Crescent,,,,"-97.567497, 35.8534"
05OR,small_airport,Peacock Ranch Airport,3500,NA,US,US-OR,Enterprise,05OR,,05OR,"-117.35099792480469, 45.44150161743164"
05PA,heliport,PECO Mob. Heliport,110,NA,US,US-PA,Philadelphia,05PA,,05PA,"-75.178201, 39.9548"
05PN,heliport,State Police Area Iii Heliport,485,NA,US,US-PA,Harrisburg,05PN,,05PN,"-76.85800170898438, 40.30009841918945"
05PS,small_airport,Mills Brothers Airport,1210,NA,US,US-PA,Burnt Cabins,05PS,,05PS,"-77.86190032958984, 40.142799377441406"
05S,small_airport,Vernonia Airfield,647,NA,US,US-OR,Vernonia,05S,,05S,"-123.24199676513672, 45.85150146484375"
05TA,small_airport,Brandes Air Field,276,NA,US,US-TX,Sealy,05TA,,05TA,"-96.26509857177734, 29.809099197387695"
05TE,small_airport,Hilde-Griff Field,950,NA,US,US-TX,Georgetown,05TE,,05TE,"-97.79139709472656, 30.72209930419922"
05TN,closed,Thurmond Glenn Field,285,NA,US,US-TN,Covington,,,,"-89.552903, 35.556998"
05TS,small_airport,Dew Drop Airport,750,NA,US,US-TX,Justin,05TS,,05TS,"-97.35859680175781, 33.12929916381836"
05TX,small_airport,Circle 'A' Ranch Airport,608,NA,US,US-TX,Blum,05TX,,05TX,"-97.4041976928711, 32.12919998168945"
05UT,small_airport,Oljato Airport,4838,NA,US,US-UT,Oljato,05UT,,05UT,"-110.31700134277344, 37.03329849243164"
05V,small_airport,Blanca Airport,7720,NA,US,US-CO,Blanca,05V,,05V,"-105.552001953125, 37.41109848022461"
05VA,small_airport,Providence Airport,445,NA,US,US-VA,Farmville,05VA,,05VA,"-78.4186019897461, 37.22420120239258"
05VT,heliport,Port of Highgate Springs Heliport,68,NA,US,US-VT,Highgate Springs,05VT,,05VT,"-73.08670043945312, 45.013301849365234"
05WA,heliport,Sacred Heart Medical Center Helistop,2220,NA,US,US-WA,Spokane,05WA,,05WA,"-117.41400146484375, 47.64820098876953"
05WI,small_airport,Ames Private Airport,958,NA,US,US-WI,Darien,05WI,,05WI,"-88.74590301513672, 42.651100158691406"
05WN,small_airport,Flat Creek Field,1570,NA,US,US-WA,Kettle Falls,05WN,,05WN,"-118.0475, 48.702222"
05XS,small_airport,Johnson Memorial Airport,105,NA,US,US-AR,Wilmot,05XS,,05XS,"-91.54319763183594, 33.07929992675781"
05Y,small_airport,Henning Municipal Airport,1455,NA,US,US-MN,Henning,05Y,,05Y,"-95.43949890136719, 46.30379867553711"
06AK,small_airport,June Lake Airpark,425,NA,US,US-AK,Wasilla,06AK,,06AK,"-149.575331, 61.627619"
06AL,heliport,Brown Stagefield Army Heliport,415,NA,US,US-AL,Fort Rucker/New Brockton,06AL,,06AL,"-85.97239685058594, 31.388399124145508"
06AR,small_airport,Bondair Airport,499,NA,US,US-AR,Higden,06AR,,06AR,"-92.18489837646484, 35.544498443603516"
06AZ,heliport,Mercy Gilbert Medical Center Heliport,1280,NA,US,US-AZ,Gilbert,06AZ,,06AZ,"-111.75299835205078, 33.28580093383789"
06B,seaplane_base,Lucky Landing Marina and Seaplane Base,115,NA,US,US-ME,Bangor,06B,,06B,"-68.8050003052, 44.907001495399996"
06CA,heliport,Sce Solar I Heliport,1942,NA,US,US-CA,Yermo,06CA,,06CA,"-116.83399963378906, 34.87080001831055"
06CL,heliport,Abc7-Tv Heliport,520,NA,US,US-CA,Glendale,06CL,,06CL,"-118.28900146484375, 35.15719985961914"
06CO,small_airport,Jecan Airport,5100,NA,US,US-CO,Branson,06CO,,06CO,"-103.69100189208984, 37.38750076293945"
06FA,small_airport,William P Gwinn Airport,28,NA,US,US-FL,Jupiter,06FA,,06FA,"-80.32890319824219, 26.90839958190918"
06FD,small_airport,Grass Roots Airpark,105,NA,US,US-FL,Mascotte,06FD,,06FD,"-81.88500213623047, 28.641700744628906"
06FL,heliport,Morton Plant Hospital Heliport,3,NA,US,US-FL,Clearwater,06FL,,06FL,"-82.8042984008789, 27.953399658203125"
06GA,heliport,Smith Heliport,1065,NA,US,US-GA,Redan,06GA,,06GA,"-84.16210174560547, 33.75339889526367"
06I,seaplane_base,Patoka Reservoir Landing Area Seaplane Base,536,NA,US,US-IN,French Lick,06I,,06I,"-86.69110107421875, 38.43339920043945"
06IA,small_airport,Rich Field,880,NA,US,US-IA,Walford,06IA,,06IA,"-91.83429718017578, 41.841400146484375"
06ID,small_airport,Larkin Airport,2750,NA,US,US-ID,Kuna,06ID,,06ID,"-116.35900115966797, 43.46269989013672"
06IL,small_airport,Humm Airport,708,NA,US,US-IL,Earlville,06IL,,06IL,"-88.86990356445312, 41.5994987487793"
06IN,closed,Ellis Fly-In Airport,575,NA,US,US-IN,Blackhawk,,,,"-87.303596, 39.282799"
06IS,small_airport,Sinele Strip,695,NA,US,US-IL,Nauvoo,06IS,,06IS,"-91.27429962158203, 40.5463981628418"
06KS,heliport,Riverside Hospital Airlift Heliport,1332,NA,US,US-KS,Wichita,06KS,,06KS,"-97.37249755859375, 37.69580078125"
06KY,heliport,Falcon Heliport,751,NA,US,US-KY,Jackson,06KY,,06KY,"-83.34519958496094, 37.525901794433594"
06LA,heliport,Panther Helicopters Inc Heliport,,NA,US,US-LA,Belle Chasse,06LA,,06LA,"-90.02780151367188, 29.84600067138672"
06LL,closed,Hammersmith Heliport,812,NA,US,US-IL,Elburn,,,,"-88.496901, 41.8736"
06LS,heliport,Tembec Heliport,85,NA,US,US-LA,St Francisville,06LS,,06LS,"-91.32019805908203, 30.70789909362793"
06MA,heliport,The Barn Heliport,210,NA,US,US-MA,Pepperell,06MA,,06MA,"-71.60900115966797, 42.69060134887695"
06MD,heliport,Bayview Heliport,132,NA,US,US-MD,Baltimore,06MD,,06MD,"-76.54630279541016, 39.29140090942383"
06ME,heliport,Barker Heliport,649,NA,US,US-ME,Bethel,06ME,,06ME,"-70.844275, 44.415247"
06MI,heliport,W A Foote Memorial Hospital Heliport,978,NA,US,US-MI,Jackson,06MI,,06MI,"-84.39140319824219, 42.2510986328125"
06MN,small_airport,Pike Field Airport,1463,NA,US,US-MN,Virginia,06MN,,06MN,"-92.41670227050001, 47.6519012451"
06MO,small_airport,Noahs Ark Airport,755,NA,US,US-MO,Waldron,06MO,,06MO,"-94.80439758300781, 39.23059844970703"
